id,x,y,cell,capacity
229,18,76,141,4.319712737701029
230,48,68,662,51.52100460947098
231,17,81,141,4.099910940075568
232,86,54,829,56.365306791734476
233,36,12,737,92.27631444649765
234,7,46,733,50.73519259576901
235,88,35,1176,3.4101837830212527
236,83,80,385,1.347965006299048
237,92,34,1176,3.0484065665559403
238,80,64,385,1.3973405964529553
239,24,95,385,0.9635406104657662
240,87,96,1026,56.82874756444679
241,96,62,96,5.1903596617038295
242,7,25,853,56.90181862487802
243,95,97,1144,52.38887611352162
244,49,54,1054,47.93638582206362
245,10,25,528,45.183382178927964
246,41,18,739,94.34986274834674
247,75,96,587,78.04144046170133
248,1,85,1091,12.612240652308879
249,7,94,438,1.5482621398756784
250,88,15,1198,29.182355401153387
251,44,34,741,8.358117605469035
252,11,78,438,1.6930867517047983
253,52,93,684,40.90444289496653
254,24,34,438,2.1474777442264923
255,12,19,570,51.404782250394604
256,39,31,1189,52.28701794995456
