id,type,x,y,z,users,total_bw,shared_bw,active
1045,FEMTO,73,0,1,2,6800.0,3400.0,true
1046,FEMTO,73,0,1,1,6800.0,6800.0,true
1047,FEMTO,52,55,1,0,6800.0,6800.0,false
1048,FEMTO,52,55,1,0,6800.0,6800.0,false
1049,FEMTO,52,55,1,0,6800.0,6800.0,true
1050,FEMTO,52,55,1,0,6800.0,6800.0,false
1051,FEMTO,52,55,1,0,6800.0,6800.0,false
1052,FEMTO,52,55,1,0,6800.0,6800.0,false
1053,FEMTO,52,55,1,0,6800.0,6800.0,false
1054,FEMTO,52,55,1,4,6800.0,1700.0,true
1055,FEMTO,52,55,1,3,6800.0,2266.6666666666665,true
1056,FEMTO,52,55,1,0,6800.0,6800.0,false
1057,FEMTO,52,55,1,1,6800.0,6800.0,true
1058,FEMTO,52,55,1,0,6800.0,6800.0,false
1059,FEMTO,15,56,1,0,6800.0,6800.0,true
1060,FEMTO,15,56,1,0,6800.0,6800.0,false
1061,FEMTO,15,56,1,0,6800.0,6800.0,false
1062,FEMTO,15,56,1,0,6800.0,6800.0,false
1063,FEMTO,15,56,1,0,6800.0,6800.0,true
1064,FEMTO,15,56,1,0,6800.0,6800.0,false
1065,FEMTO,15,56,1,0,6800.0,6800.0,false
1066,FEMTO,15,56,1,0,6800.0,6800.0,false
1067,FEMTO,15,56,1,0,6800.0,6800.0,false
1068,FEMTO,15,56,1,0,6800.0,6800.0,false
1069,FEMTO,15,56,1,0,6800.0,6800.0,false
1070,FEMTO,15,56,1,0,6800.0,6800.0,false
1071,FEMTO,48,5,1,0,6800.0,6800.0,false
1072,FEMTO,48,5,1,1,6800.0,6800.0,true
1073,FEMTO,48,5,1,1,6800.0,6800.0,true
1074,FEMTO,48,5,1,0,6800.0,6800.0,false
1075,FEMTO,48,5,1,0,6800.0,6800.0,false
1076,FEMTO,48,5,1,0,6800.0,6800.0,false
1077,FEMTO,48,5,1,0,6800.0,6800.0,false
1078,FEMTO,48,5,1,0,6800.0,6800.0,false
1079,FEMTO,48,5,1,0,6800.0,6800.0,false
1080,FEMTO,48,5,1,0,6800.0,6800.0,true
1081,FEMTO,48,5,1,0,6800.0,6800.0,false
1082,FEMTO,48,5,1,2,6800.0,3400.0,true
1083,FEMTO,7,86,1,0,6800.0,6800.0,true
1084,FEMTO,7,86,1,0,6800.0,6800.0,false
1085,FEMTO,7,86,1,0,6800.0,6800.0,true
1086,FEMTO,7,86,1,0,6800.0,6800.0,false
1087,FEMTO,7,86,1,0,6800.0,6800.0,false
1088,FEMTO,7,86,1,0,6800.0,6800.0,false
1089,FEMTO,7,86,1,0,6800.0,6800.0,true
1090,FEMTO,7,86,1,0,6800.0,6800.0,false
1091,FEMTO,7,86,1,2,6800.0,3400.0,true
1092,FEMTO,7,86,1,0,6800.0,6800.0,true
1093,FEMTO,7,86,1,0,6800.0,6800.0,false
1094,FEMTO,7,86,1,0,6800.0,6800.0,true
1095,FEMTO,37,86,1,0,6800.0,6800.0,false
1096,FEMTO,37,86,1,0,6800.0,6800.0,true
1097,FEMTO,37,86,1,0,6800.0,6800.0,false
1098,FEMTO,37,86,1,0,6800.0,6800.0,false
1099,FEMTO,37,86,1,0,6800.0,6800.0,false
1100,FEMTO,37,86,1,0,6800.0,6800.0,true
1101,FEMTO,37,86,1,0,6800.0,6800.0,false
1102,FEMTO,37,86,1,0,6800.0,6800.0,true
1103,FEMTO,37,86,1,0,6800.0,6800.0,false
1104,FEMTO,37,86,1,0,6800.0,6800.0,true
1105,FEMTO,37,86,1,0,6800.0,6800.0,false
1106,FEMTO,37,86,1,0,6800.0,6800.0,false
1107,FEMTO,30,43,1,0,6800.0,6800.0,false
1108,FEMTO,30,43,1,0,6800.0,6800.0,false
1109,FEMTO,30,43,1,0,6800.0,6800.0,false
1110,FEMTO,30,43,1,0,6800.0,6800.0,true
1111,FEMTO,30,43,1,0,6800.0,6800.0,false
1112,FEMTO,30,43,1,2,6800.0,3400.0,true
1113,FEMTO,30,43,1,0,6800.0,6800.0,false
1114,FEMTO,30,43,1,0,6800.0,6800.0,false
1115,FEMTO,30,43,1,0,6800.0,6800.0,false
1116,FEMTO,30,43,1,0,6800.0,6800.0,false
1117,FEMTO,30,43,1,0,6800.0,6800.0,true
1118,FEMTO,30,43,1,0,6800.0,6800.0,false
1119,FEMTO,36,86,1,0,6800.0,6800.0,false
1120,FEMTO,36,86,1,0,6800.0,6800.0,false
1121,FEMTO,36,86,1,0,6800.0,6800.0,true
1122,FEMTO,36,86,1,0,6800.0,6800.0,false
1123,FEMTO,36,86,1,0,6800.0,6800.0,false
1124,FEMTO,36,86,1,0,6800.0,6800.0,true
1125,FEMTO,36,86,1,0,6800.0,6800.0,false
1126,FEMTO,36,86,1,0,6800.0,6800.0,false
1127,FEMTO,36,86,1,0,6800.0,6800.0,false
1128,FEMTO,36,86,1,0,6800.0,6800.0,false
1129,FEMTO,36,86,1,0,6800.0,6800.0,true
1130,FEMTO,36,86,1,0,6800.0,6800.0,true
1131,FEMTO,9,60,1,0,6800.0,6800.0,true
1132,FEMTO,9,60,1,0,6800.0,6800.0,false
1133,FEMTO,9,60,1,0,6800.0,6800.0,true
1134,FEMTO,9,60,1,0,6800.0,6800.0,false
1135,FEMTO,9,60,1,0,6800.0,6800.0,false
1136,FEMTO,9,60,1,0,6800.0,6800.0,true
1137,FEMTO,9,60,1,0,6800.0,6800.0,false
1138,FEMTO,9,60,1,0,6800.0,6800.0,false
1139,FEMTO,9,60,1,0,6800.0,6800.0,true
1140,FEMTO,9,60,1,0,6800.0,6800.0,false
1141,FEMTO,9,60,1,0,6800.0,6800.0,true
1142,FEMTO,9,60,1,0,6800.0,6800.0,false
1143,FEMTO,94,96,1,0,6800.0,6800.0,false
1144,FEMTO,94,96,1,1,6800.0,6800.0,true
1145,FEMTO,94,96,1,0,6800.0,6800.0,false
1146,FEMTO,94,96,1,1,6800.0,6800.0,true
1147,FEMTO,94,96,1,0,6800.0,6800.0,false
1148,FEMTO,94,96,1,1,6800.0,6800.0,true
1149,FEMTO,94,96,1,1,6800.0,6800.0,true
1150,FEMTO,94,96,1,0,6800.0,6800.0,false
1151,FEMTO,94,96,1,0,6800.0,6800.0,false
1152,FEMTO,94,96,1,0,6800.0,6800.0,false
1153,FEMTO,94,96,1,0,6800.0,6800.0,false
1154,FEMTO,94,96,1,0,6800.0,6800.0,false
1155,FEMTO,30,23,1,1,6800.0,6800.0,true
1156,FEMTO,30,23,1,0,6800.0,6800.0,false
1157,FEMTO,30,23,1,0,6800.0,6800.0,false
1158,FEMTO,30,23,1,0,6800.0,6800.0,false
1159,FEMTO,30,23,1,0,6800.0,6800.0,true
1160,FEMTO,30,23,1,0,6800.0,6800.0,false
1161,FEMTO,30,23,1,0,6800.0,6800.0,false
1162,FEMTO,30,23,1,0,6800.0,6800.0,false
1163,FEMTO,30,23,1,0,6800.0,6800.0,false
1164,FEMTO,30,23,1,0,6800.0,6800.0,false
1165,FEMTO,30,23,1,0,6800.0,6800.0,false
1166,FEMTO,30,23,1,0,6800.0,6800.0,true
1167,FEMTO,67,12,1,0,6800.0,6800.0,false
1168,FEMTO,67,12,1,0,6800.0,6800.0,false
1169,FEMTO,67,12,1,1,6800.0,6800.0,true
1170,FEMTO,67,12,1,3,6800.0,2266.6666666666665,true
1171,FEMTO,67,12,1,0,6800.0,6800.0,false
1172,FEMTO,67,12,1,0,6800.0,6800.0,false
1173,FEMTO,67,12,1,0,6800.0,6800.0,false
1174,FEMTO,67,12,1,1,6800.0,6800.0,true
1175,FEMTO,67,12,1,0,6800.0,6800.0,false
1176,FEMTO,67,12,1,10,6800.0,680.0,true
1177,FEMTO,67,12,1,0,6800.0,6800.0,false
1178,FEMTO,67,12,1,0,6800.0,6800.0,false
1179,FEMTO,40,14,1,0,6800.0,6800.0,false
1180,FEMTO,40,14,1,0,6800.0,6800.0,false
1181,FEMTO,40,14,1,0,6800.0,6800.0,true
1182,FEMTO,40,14,1,0,6800.0,6800.0,false
1183,FEMTO,40,14,1,1,6800.0,6800.0,true
1184,FEMTO,40,14,1,0,6800.0,6800.0,false
1185,FEMTO,40,14,1,2,6800.0,3400.0,true
1186,FEMTO,40,14,1,0,6800.0,6800.0,false
1187,FEMTO,40,14,1,0,6800.0,6800.0,false
1188,FEMTO,40,14,1,0,6800.0,6800.0,true
1189,FEMTO,40,14,1,0,6800.0,6800.0,false
1190,FEMTO,40,14,1,1,6800.0,6800.0,true
1191,FEMTO,79,17,1,0,6800.0,6800.0,true
1192,FEMTO,79,17,1,0,6800.0,6800.0,true
1193,FEMTO,79,17,1,0,6800.0,6800.0,false
1194,FEMTO,79,17,1,0,6800.0,6800.0,false
1195,FEMTO,79,17,1,0,6800.0,6800.0,true
1196,FEMTO,79,17,1,1,6800.0,6800.0,true
1197,FEMTO,79,17,1,0,6800.0,6800.0,true
1198,FEMTO,79,17,1,0,6800.0,6800.0,false
1199,FEMTO,79,17,1,0,6800.0,6800.0,false
1200,FEMTO,79,17,1,2,6800.0,3400.0,true
1201,FEMTO,79,17,1,1,6800.0,6800.0,true
1202,FEMTO,79,17,1,0,6800.0,6800.0,false
1203,FEMTO,54,72,1,0,6800.0,6800.0,false
1204,FEMTO,54,72,1,0,6800.0,6800.0,false
1205,FEMTO,54,72,1,0,6800.0,6800.0,true
1206,FEMTO,54,72,1,0,6800.0,6800.0,true
1207,FEMTO,54,72,1,1,6800.0,6800.0,true
1208,FEMTO,54,72,1,0,6800.0,6800.0,true
1209,FEMTO,54,72,1,0,6800.0,6800.0,true
1210,FEMTO,54,72,1,0,6800.0,6800.0,true
1211,FEMTO,54,72,1,0,6800.0,6800.0,true
1212,FEMTO,54,72,1,0,6800.0,6800.0,false
1213,FEMTO,54,72,1,0,6800.0,6800.0,false
1214,FEMTO,54,72,1,0,6800.0,6800.0,false
